Track ID,Artist ID,Track Name,Track URI,Track Popularity,Track Duration,Track Preview URL,Track External URL,Track Album Name,Track Album ID,Track Album URI,Track Album Release Date,Track Album Type,Track Album Total Tracks,Track Album Images,Played At
2WdAV1VqmllcEznKlVOFxG,5JZ7CnR6gTvEMKX4g70Amv,Paris in the Rain,spotify:track:2WdAV1VqmllcEznKlVOFxG,69,204712,,https://open.spotify.com/track/2WdAV1VqmllcEznKlVOFxG,I met you when I was 18. (the playlist),2iIqqSVeH04ytD0DIWrrA6,spotify:album:2iIqqSVeH04ytD0DIWrrA6,2018-05-31,album,17,https://i.scdn.co/image/ab67616d0000b2739ed5fcf212f05d55b1e61eae,2025-01-25T01:10:32.060Z
5z8uLrYMcUVvzTV28twt44,0X2BH1fck6amBIoJhDVmmJ,Slow Grenade,spotify:track:5z8uLrYMcUVvzTV28twt44,48,217493,,https://open.spotify.com/track/5z8uLrYMcUVvzTV28twt44,Slow Grenade,15Zgvxqql6EPHE3NJlUt0R,spotify:album:15Zgvxqql6EPHE3NJlUt0R,2020-06-30,single,6,https://i.scdn.co/image/ab67616d0000b2734fb1446223808a37ba8914b5,2025-01-25T01:07:06.831Z
5mRFZlOAptPpimncCeBxoJ,3gIRvgZssIb9aiirIg0nI3,Cozy,spotify:track:5mRFZlOAptPpimncCeBxoJ,54,165339,,https://open.spotify.com/track/5mRFZlOAptPpimncCeBxoJ,Cozy,4xsI12SdxzxVyikl8PRuX3,spotify:album:4xsI12SdxzxVyikl8PRuX3,2024-05-22,single,1,https://i.scdn.co/image/ab67616d0000b273c557b47f0485dba1868bcd5a,2025-01-25T01:03:28.869Z
3F7bhRhNpY4YKrwa4kGeUz,5JZ7CnR6gTvEMKX4g70Amv,There's No Way (feat. Julia Michaels),spotify:track:3F7bhRhNpY4YKrwa4kGeUz,58,174860,,https://open.spotify.com/track/3F7bhRhNpY4YKrwa4kGeUz,There's No Way (feat. Julia Michaels),0fZ8R5krm1zAkzUFjqwtpU,spotify:album:0fZ8R5krm1zAkzUFjqwtpU,2018-09-27,single,1,https://i.scdn.co/image/ab67616d0000b2736925b6f0ede506a132d2563a,2025-01-25T01:00:42.995Z
4MagTPnkPiDuIa4P8GtW1b,5JZ7CnR6gTvEMKX4g70Amv,I Like Me Better,spotify:track:4MagTPnkPiDuIa4P8GtW1b,81,197436,,https://open.spotify.com/track/4MagTPnkPiDuIa4P8GtW1b,I met you when I was 18. (the playlist),2iIqqSVeH04ytD0DIWrrA6,spotify:album:2iIqqSVeH04ytD0DIWrrA6,2018-05-31,album,17,https://i.scdn.co/image/ab67616d0000b2739ed5fcf212f05d55b1e61eae,2025-01-25T00:57:47.657Z
4P6SImVjdXLhfeGfWzU51q,4EKSBwzbRW2YnMP5JXnXYr,TOUCH,spotify:track:4P6SImVjdXLhfeGfWzU51q,45,134760,,https://open.spotify.com/track/4P6SImVjdXLhfeGfWzU51q,TOUCH,7saUibpfoXHpyyAy8cuHxL,spotify:album:7saUibpfoXHpyyAy8cuHxL,2024-11-01,single,1,https://i.scdn.co/image/ab67616d0000b273e48a39d343d4438a7fcde8b4,2025-01-25T00:53:56.361Z
0rRVgRjCjK8SJW5G0zgBqh,4EKSBwzbRW2YnMP5JXnXYr,4ever,spotify:track:0rRVgRjCjK8SJW5G0zgBqh,49,163764,,https://open.spotify.com/track/0rRVgRjCjK8SJW5G0zgBqh,4ever,47kc1ejPAnmPrb9wZPRTds,spotify:album:47kc1ejPAnmPrb9wZPRTds,2023-02-03,single,1,https://i.scdn.co/image/ab67616d0000b2735d0bb97a102a72e63e5b87f1,2025-01-25T00:51:41.227Z
4WveyewpaX2AolYcA098Rp,4EKSBwzbRW2YnMP5JXnXYr,VOICEMAIL,spotify:track:4WveyewpaX2AolYcA098Rp,49,153210,,https://open.spotify.com/track/4WveyewpaX2AolYcA098Rp,VOICEMAIL,7a6NMuKVEtyyYYUNplSXw5,spotify:album:7a6NMuKVEtyyYYUNplSXw5,2023-12-01,single,1,https://i.scdn.co/image/ab67616d0000b273abf87e5e2e55c4bfbdd9e874,2025-01-25T00:48:56.926Z
5jBr1L993kvujyq6vfy1pB,4EKSBwzbRW2YnMP5JXnXYr,In Every Disaster,spotify:track:5jBr1L993kvujyq6vfy1pB,50,97223,,https://open.spotify.com/track/5jBr1L993kvujyq6vfy1pB,In Every Disaster,2tcWx0Tt7WH08DQykpuJf4,spotify:album:2tcWx0Tt7WH08DQykpuJf4,2023-12-15,single,1,https://i.scdn.co/image/ab67616d0000b273ef9b5277d734ed5d4e363596,2025-01-25T00:46:23.123Z
1IMkI7PMzU2Cq6qnGePJ2D,4EKSBwzbRW2YnMP5JXnXYr,CRUSH (with ASTN & Bren Joy),spotify:track:1IMkI7PMzU2Cq6qnGePJ2D,51,199218,,https://open.spotify.com/track/1IMkI7PMzU2Cq6qnGePJ2D,CRUSH (with ASTN & Bren Joy),6Cp5ZUPE4toXKNPsJO5z6p,spotify:album:6Cp5ZUPE4toXKNPsJO5z6p,2024-07-19,single,1,https://i.scdn.co/image/ab67616d0000b273f404fc3d77539509aef389d5,2025-01-25T00:44:45.421Z
2JpAVv75QD6hRrpNm0Zr5h,4EKSBwzbRW2YnMP5JXnXYr,Do Better,spotify:track:2JpAVv75QD6hRrpNm0Zr5h,52,178751,,https://open.spotify.com/track/2JpAVv75QD6hRrpNm0Zr5h,Do Better,2QYZygsguJwAV82gvVfJu8,spotify:album:2QYZygsguJwAV82gvVfJu8,2024-12-11,single,1,https://i.scdn.co/image/ab67616d0000b273565ad93bbed9099ff19df22d,2025-01-25T00:41:25.768Z
6riw7EvS6amwDkv7RXsQAG,4EKSBwzbRW2YnMP5JXnXYr,trust me,spotify:track:6riw7EvS6amwDkv7RXsQAG,54,168936,,https://open.spotify.com/track/6riw7EvS6amwDkv7RXsQAG,trust me,0JmIdIzZcTUgyu0AbF5O45,spotify:album:0JmIdIzZcTUgyu0AbF5O45,2021-04-29,single,1,https://i.scdn.co/image/ab67616d0000b27328354e15d98a4651fbc8919d,2025-01-25T00:38:26.482Z
5jmBbkBYN9Zxbr8oYQEuUE,4EKSBwzbRW2YnMP5JXnXYr,Top Tier,spotify:track:5jmBbkBYN9Zxbr8oYQEuUE,62,172356,,https://open.spotify.com/track/5jmBbkBYN9Zxbr8oYQEuUE,Top Tier,4C47vc9dpvndlfRPPAWsP0,spotify:album:4C47vc9dpvndlfRPPAWsP0,2024-02-09,single,1,https://i.scdn.co/image/ab67616d0000b2732be543d1673aaa0c1a30de86,2025-01-25T00:35:37.013Z
76NX6bt1KCSg0yULpmlkyJ,0VpMOC5IZU06u29fWjv3qJ,Like I Do (with sunkis),spotify:track:76NX6bt1KCSg0yULpmlkyJ,63,149714,,https://open.spotify.com/track/76NX6bt1KCSg0yULpmlkyJ,Like I Do (with sunkis),0gRAmAqKw2Hw9ZvqG2qEZw,spotify:album:0gRAmAqKw2Hw9ZvqG2qEZw,2024-01-12,single,1,https://i.scdn.co/image/ab67616d0000b273006ba3c4114cc40f1f2818b7,2025-01-25T00:32:44.165Z
7pcQxnC7JuOqPDYmK3UNDj,48JtfAggQQpfUXQNxkGm5U,500 Days (feat. prettyhappy & I AM LUU),spotify:track:7pcQxnC7JuOqPDYmK3UNDj,39,166420,,https://open.spotify.com/track/7pcQxnC7JuOqPDYmK3UNDj,500 Days,1W0eMTOBmYrzXYFp21Hnf5,spotify:album:1W0eMTOBmYrzXYFp21Hnf5,2020-09-06,single,2,https://i.scdn.co/image/ab67616d0000b273df0cbe0a9dde8621f95b57c4,2025-01-24T14:52:28.865Z
1tyxZ2buhi3Zn32j5LEpb5,0MBNzfGHTiPYag4DupDXUj,Fall for You,spotify:track:1tyxZ2buhi3Zn32j5LEpb5,57,175942,,https://open.spotify.com/track/1tyxZ2buhi3Zn32j5LEpb5,Fall for You,0UJTRq4L6JMX4RWMmpt43i,spotify:album:0UJTRq4L6JMX4RWMmpt43i,2021-10-08,single,1,https://i.scdn.co/image/ab67616d0000b273fab24ab3579e817843e4a3db,2025-01-24T14:49:41.970Z
60bAuEmJQfzeDV1B84H4xY,3pc0bOVB5whxmD50W79wwO,WESTSIDE,spotify:track:60bAuEmJQfzeDV1B84H4xY,59,184110,,https://open.spotify.com/track/60bAuEmJQfzeDV1B84H4xY,GABRIEL,1WVIJaAboRSwJOe4u0n0Q7,spotify:album:1WVIJaAboRSwJOe4u0n0Q7,2022-03-25,album,12,https://i.scdn.co/image/ab67616d0000b27319aff2da63b211d75341e8eb,2025-01-24T14:46:45.473Z
60dCyveCsrGrGTyF8wgHkA,48JtfAggQQpfUXQNxkGm5U,"The Girl Who Leapt Through Time - Acoustic Version, Slowed, Instrumental",spotify:track:60dCyveCsrGrGTyF8wgHkA,0,210538,,https://open.spotify.com/track/60dCyveCsrGrGTyF8wgHkA,The Girl Who Leapt Through Time (Acoustic Version),06NXCK48xluAppXdGTc0pf,spotify:album:06NXCK48xluAppXdGTc0pf,2025-01-20,single,6,https://i.scdn.co/image/ab67616d0000b27353e6f347df708778388a8637,2025-01-24T14:43:40.861Z
1njvqezVJHeuKWkk0FvEhf,48JtfAggQQpfUXQNxkGm5U,"The Girl Who Leapt Through Time - Acoustic Version, Sped Up, Instrumental",spotify:track:1njvqezVJHeuKWkk0FvEhf,0,149185,,https://open.spotify.com/track/1njvqezVJHeuKWkk0FvEhf,The Girl Who Leapt Through Time (Acoustic Version),06NXCK48xluAppXdGTc0pf,spotify:album:06NXCK48xluAppXdGTc0pf,2025-01-20,single,6,https://i.scdn.co/image/ab67616d0000b27353e6f347df708778388a8637,2025-01-24T14:40:10.319Z
2mMHBLU5K670tWyfIK0wnd,48JtfAggQQpfUXQNxkGm5U,"The Girl Who Leapt Through Time - Acoustic Version, Instrumental",spotify:track:2mMHBLU5K670tWyfIK0wnd,0,188300,,https://open.spotify.com/track/2mMHBLU5K670tWyfIK0wnd,The Girl Who Leapt Through Time (Acoustic Version),06NXCK48xluAppXdGTc0pf,spotify:album:06NXCK48xluAppXdGTc0pf,2025-01-20,single,6,https://i.scdn.co/image/ab67616d0000b27353e6f347df708778388a8637,2025-01-24T14:37:41.049Z
06GwhV4bP4k7JZLPIeD4Cp,48JtfAggQQpfUXQNxkGm5U,"The Girl Who Leapt Through Time (feat. tabehiro) - Acoustic Version, Slowed",spotify:track:06GwhV4bP4k7JZLPIeD4Cp,0,210538,,https://open.spotify.com/track/06GwhV4bP4k7JZLPIeD4Cp,The Girl Who Leapt Through Time (Acoustic Version),06NXCK48xluAppXdGTc0pf,spotify:album:06NXCK48xluAppXdGTc0pf,2025-01-20,single,6,https://i.scdn.co/image/ab67616d0000b27353e6f347df708778388a8637,2025-01-24T14:34:32.790Z
5WtwC3KWQPOJJbaVFsVTOu,48JtfAggQQpfUXQNxkGm5U,"The Girl Who Leapt Through Time (feat. tabehiro) - Acoustic Version, Sped Up",spotify:track:5WtwC3KWQPOJJbaVFsVTOu,0,149185,,https://open.spotify.com/track/5WtwC3KWQPOJJbaVFsVTOu,The Girl Who Leapt Through Time (Acoustic Version),06NXCK48xluAppXdGTc0pf,spotify:album:06NXCK48xluAppXdGTc0pf,2025-01-20,single,6,https://i.scdn.co/image/ab67616d0000b27353e6f347df708778388a8637,2025-01-24T14:31:02.293Z
3uR0bfwjvBmcXIntUmvTnn,48JtfAggQQpfUXQNxkGm5U,The Girl Who Leapt Through Time (feat. tabehiro) - Acoustic Version,spotify:track:3uR0bfwjvBmcXIntUmvTnn,0,188300,,https://open.spotify.com/track/3uR0bfwjvBmcXIntUmvTnn,The Girl Who Leapt Through Time (Acoustic Version),06NXCK48xluAppXdGTc0pf,spotify:album:06NXCK48xluAppXdGTc0pf,2025-01-20,single,6,https://i.scdn.co/image/ab67616d0000b27353e6f347df708778388a8637,2025-01-24T14:28:33.055Z
3BajoSb3TjPbcOC873OjbD,1dPSMH55yhvjYIwqCP4iDj,May I Ask,spotify:track:3BajoSb3TjPbcOC873OjbD,63,230592,,https://open.spotify.com/track/3BajoSb3TjPbcOC873OjbD,May I Ask,7brg84HpKixGklKe5aeFAG,spotify:album:7brg84HpKixGklKe5aeFAG,2019-04-01,single,1,https://i.scdn.co/image/ab67616d0000b273e83b76df2c7d6dd1c6a6d55c,2025-01-24T14:25:23.287Z
6ZOlNeH08r47s7TWZUN4IH,75OSuJw6r1LCdYgmTt0gHs,All for You,spotify:track:6ZOlNeH08r47s7TWZUN4IH,56,176285,,https://open.spotify.com/track/6ZOlNeH08r47s7TWZUN4IH,All for You,0u1JD9XRUrFCSaG3uAvLjJ,spotify:album:0u1JD9XRUrFCSaG3uAvLjJ,2020-02-14,single,1,https://i.scdn.co/image/ab67616d0000b27313dc47c4cafaebb2cd95fcc4,2025-01-24T06:38:16.671Z
3EnsM1Y8cEb6OLDloYhss6,0ENnerFBtqPaVUcHadXU2w,Hold Me,spotify:track:3EnsM1Y8cEb6OLDloYhss6,56,163689,,https://open.spotify.com/track/3EnsM1Y8cEb6OLDloYhss6,Swing,08w80ZQxYfFGVrT5p7F8xU,spotify:album:08w80ZQxYfFGVrT5p7F8xU,2022-12-28,album,7,https://i.scdn.co/image/ab67616d0000b273f5441f8b63336722d481c925,2025-01-24T06:35:19.769Z
7rulewysad9ow7ICTIIlUe,30gZlVVUt3gwNXlLorZjuq,spin you round,spotify:track:7rulewysad9ow7ICTIIlUe,63,126610,,https://open.spotify.com/track/7rulewysad9ow7ICTIIlUe,spin you round,5eilEOUrgRIs0Ryz8rh9BI,spotify:album:5eilEOUrgRIs0Ryz8rh9BI,2022-07-27,single,1,https://i.scdn.co/image/ab67616d0000b2731833c845ff52a19cf7906573,2025-01-24T06:32:35.564Z
72sfmdpuO5r8cBDgs7MqZZ,3pc0bOVB5whxmD50W79wwO,UNDERSTAND,spotify:track:72sfmdpuO5r8cBDgs7MqZZ,75,150519,,https://open.spotify.com/track/72sfmdpuO5r8cBDgs7MqZZ,GABRIEL,1WVIJaAboRSwJOe4u0n0Q7,spotify:album:1WVIJaAboRSwJOe4u0n0Q7,2022-03-25,album,12,https://i.scdn.co/image/ab67616d0000b27319aff2da63b211d75341e8eb,2025-01-24T06:30:28.547Z
2D79qw6Zobv0O7MMD74V6C,6LszZyd03prLB8lIPbZ9Uo,apart of me,spotify:track:2D79qw6Zobv0O7MMD74V6C,62,76285,,https://open.spotify.com/track/2D79qw6Zobv0O7MMD74V6C,apart of me,5KlfFTd7TRddz1sBKAHNoL,spotify:album:5KlfFTd7TRddz1sBKAHNoL,2023-01-06,single,2,https://i.scdn.co/image/ab67616d0000b2738d1afb364894cd9aec1b4eb2,2025-01-24T06:27:57.505Z
78ewLYNkD7qGyaBavkjgmy,6LszZyd03prLB8lIPbZ9Uo,falling for u - instrumental,spotify:track:78ewLYNkD7qGyaBavkjgmy,0,183000,,https://open.spotify.com/track/78ewLYNkD7qGyaBavkjgmy,falling for u,5u8GgLYir51Q6Ba0Pna0pc,spotify:album:5u8GgLYir51Q6Ba0Pna0pc,2025-01-24,single,3,https://i.scdn.co/image/ab67616d0000b27386576413f49ea0f9e2df8584,2025-01-24T06:26:40.651Z
72Sg6X9TLpviysNxza09co,6LszZyd03prLB8lIPbZ9Uo,falling for u,spotify:track:72Sg6X9TLpviysNxza09co,0,182769,,https://open.spotify.com/track/72Sg6X9TLpviysNxza09co,falling for u,5u8GgLYir51Q6Ba0Pna0pc,spotify:album:5u8GgLYir51Q6Ba0Pna0pc,2025-01-24,single,3,https://i.scdn.co/image/ab67616d0000b27386576413f49ea0f9e2df8584,2025-01-24T06:20:55.772Z
0VVD95cRAppHSOGPYrfIG2,3Y7gOnKYWfQlEdgXag0Z6W,the cutest pair,spotify:track:0VVD95cRAppHSOGPYrfIG2,70,158400,,https://open.spotify.com/track/0VVD95cRAppHSOGPYrfIG2,fangirl,46n9YK2DE6B0CMk8qx4Twt,spotify:album:46n9YK2DE6B0CMk8qx4Twt,2024-06-14,album,10,https://i.scdn.co/image/ab67616d0000b2731387e8826137f656487152b3,2025-01-24T06:17:49.269Z
1g7pFO1WtclKCuIQiS8sNM,7tYKF4w9nC0nq9CsPZTHyP,Crybaby,spotify:track:1g7pFO1WtclKCuIQiS8sNM,80,241948,,https://open.spotify.com/track/1g7pFO1WtclKCuIQiS8sNM,SOS Deluxe: LANA,3VQkNrG74QPY4rHBPoyZYZ,spotify:album:3VQkNrG74QPY4rHBPoyZYZ,2024-12-20,album,38,https://i.scdn.co/image/ab67616d0000b2737f5a318e3ff35defa8d0e4af,2025-01-24T05:23:30.949Z
21LtZQQMQYwVIxc9O9Ygq8,36cgvBn0aadzOijnjjwqMN,Cherish (My Love),spotify:track:21LtZQQMQYwVIxc9O9Ygq8,75,176854,,https://open.spotify.com/track/21LtZQQMQYwVIxc9O9Ygq8,Cherish (My Love) (Remixes),1rQZODajANwqhegpEuCYk4,spotify:album:1rQZODajANwqhegpEuCYk4,2024-10-28,single,7,https://i.scdn.co/image/ab67616d0000b273be38c944cece32b9978c1b41,2025-01-24T05:19:28.391Z
2aL4lMGhWdPpyPL6COPou7,3pc0bOVB5whxmD50W79wwO,Soft Spot,spotify:track:2aL4lMGhWdPpyPL6COPou7,76,204223,,https://open.spotify.com/track/2aL4lMGhWdPpyPL6COPou7,Requiem,5DfKDonIvNlxlzA4ORIOFm,spotify:album:5DfKDonIvNlxlzA4ORIOFm,2024-09-13,album,13,https://i.scdn.co/image/ab67616d0000b273617997bc09bb7fa23624eff5,2025-01-24T05:16:31.053Z
0Rq9lIn9fl4wiW9Tg72ifr,1SIocsqdEefUTE6XKGUiVS,CLIK CLAK,spotify:track:0Rq9lIn9fl4wiW9Tg72ifr,72,169073,,https://open.spotify.com/track/0Rq9lIn9fl4wiW9Tg72ifr,DRIP,6Lp82GTJXzgtIopT0g7N7k,spotify:album:6Lp82GTJXzgtIopT0g7N7k,2024-11-01,album,9,https://i.scdn.co/image/ab67616d0000b273119800c5fc88785ee3ed1524,2025-01-24T05:13:06.313Z
1MARJrjeD1y6JXeTVJALGv,5xq3BK55BJmutN0X7eTyQB,Ride or Die,spotify:track:1MARJrjeD1y6JXeTVJALGv,63,169189,,https://open.spotify.com/track/1MARJrjeD1y6JXeTVJALGv,Ride or Die,3bl7S3JQLLoFlKxtjZ8cyX,spotify:album:3bl7S3JQLLoFlKxtjZ8cyX,2025-01-10,single,1,https://i.scdn.co/image/ab67616d0000b273e28118d300766f9d54d82ba3,2025-01-24T05:10:16.845Z
2QAFTMHp7NeuyM6P2SiB7U,68KmkJeZGfwe1OUaivBa2L,Ice On My Teeth,spotify:track:2QAFTMHp7NeuyM6P2SiB7U,59,183494,,https://open.spotify.com/track/2QAFTMHp7NeuyM6P2SiB7U,Ice On My Teeth (English Ver.),1j7mmXlNoXzWxKxSYfNs4v,spotify:album:1j7mmXlNoXzWxKxSYfNs4v,2024-12-06,single,2,https://i.scdn.co/image/ab67616d0000b2732eb481ffb6d852e04f9b5eac,2025-01-24T05:07:27.044Z
7tI8dRuH2Yc6RuoTjxo4dU,1oSPZhvZMIrWW5I41kPkkY,Who,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,90,170887,,https://open.spotify.com/track/7tI8dRuH2Yc6RuoTjxo4dU,MUSE,15XcLhiVMlSOipUddTNDnr,spotify:album:15XcLhiVMlSOipUddTNDnr,2024-07-19,album,7,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec,2025-01-24T05:04:23.117Z
4XsJiRJQAK8TWcZCn0Dxlh,30b9WulBM8sFuBo17nNq9c,POWER,spotify:track:4XsJiRJQAK8TWcZCn0Dxlh,74,143242,,https://open.spotify.com/track/4XsJiRJQAK8TWcZCn0Dxlh,POWER,3w2XYofMZpf1FA5wkkcBfx,spotify:album:3w2XYofMZpf1FA5wkkcBfx,2024-10-31,single,1,https://i.scdn.co/image/ab67616d0000b273bca5394fa6d2809b261abf5c,2025-01-24T05:01:31.749Z
1H9C0PyfQAxiMBKvvDZK9N,08hHTBHlv0WRXWlyrsb6Kv,TOXIC,spotify:track:1H9C0PyfQAxiMBKvvDZK9N,68,190187,,https://open.spotify.com/track/1H9C0PyfQAxiMBKvvDZK9N,TOXIC,2JtBV7vukBxQc3GoX6VOWk,spotify:album:2JtBV7vukBxQc3GoX6VOWk,2024-11-18,single,2,https://i.scdn.co/image/ab67616d0000b2736156468f16a421a39bf154a0,2025-01-24T04:59:07.931Z
1QhF4HWFQ3YFzFOuWUpDP0,2dIgFjalVxs4ThymZ67YCE,As we are (Seungmin),spotify:track:1QhF4HWFQ3YFzFOuWUpDP0,69,213573,,https://open.spotify.com/track/1QhF4HWFQ3YFzFOuWUpDP0,HOP,3IGZmUJql41Q2FSIBweSsz,spotify:album:3IGZmUJql41Q2FSIBweSsz,2024-12-13,album,12,https://i.scdn.co/image/ab67616d0000b273841695ed5f1525227ac5ddf0,2025-01-24T04:55:57.338Z
55sQksosEmdlCZvU5JcuOV,7Lq3yAtwi0Z7zpxEwbQQNZ,Shhh!,spotify:track:55sQksosEmdlCZvU5JcuOV,64,194533,,https://open.spotify.com/track/55sQksosEmdlCZvU5JcuOV,The 5th Mini Album 'VOYAGE',01RNHN4CpNfuZEFkL6345F,spotify:album:01RNHN4CpNfuZEFkL6345F,2024-11-07,single,5,https://i.scdn.co/image/ab67616d0000b273daf5a61de8cedeaacb344d3b,2025-01-24T04:52:23.245Z
44hqFxUWsADWewEJELnncj,5t5FqBwTcgKTaWmfEbwQY9,No Doubt,spotify:track:44hqFxUWsADWewEJELnncj,77,167219,,https://open.spotify.com/track/44hqFxUWsADWewEJELnncj,ROMANCE : UNTOLD -daydream-,380UbSJnNQ9SioALGRB0Cf,spotify:album:380UbSJnNQ9SioALGRB0Cf,2024-11-11,album,11,https://i.scdn.co/image/ab67616d0000b273ac9d6ee9be9186ff1a28c900,2025-01-24T04:49:08.132Z
198zDKzyktXRG1PGpidY9h,1SIocsqdEefUTE6XKGUiVS,DRIP,spotify:track:198zDKzyktXRG1PGpidY9h,82,180845,,https://open.spotify.com/track/198zDKzyktXRG1PGpidY9h,DRIP,6Lp82GTJXzgtIopT0g7N7k,spotify:album:6Lp82GTJXzgtIopT0g7N7k,2024-11-01,album,9,https://i.scdn.co/image/ab67616d0000b273119800c5fc88785ee3ed1524,2025-01-24T04:46:20.534Z
